age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
65,blue-collar,married,secondary,no,-7784,yes,no,unknown,192,jun,3365,2,343,12,unknown,yes
50,management,divorced,tertiary,no,30743,no,yes,unknown,149,jun,2302,7,233,12,unknown,yes
65,blue-collar,single,secondary,yes,-13340,yes,no,unknown,198,jun,1812,3,1155,20,unknown,yes
60,blue-collar,married,primary,no,38141,yes,no,unknown,155,jun,2389,2,584,26,unknown,yes
81,blue-collar,married,secondary,no,-17932,yes,no,unknown,173,jun,3246,11,309,24,unknown,yes
68,retired,divorced,tertiary,no,18619,yes,yes,unknown,214,jun,1531,4,1165,12,unknown,yes
58,entrepreneur,single,unknown,no,40772,no,no,unknown,131,jun,2063,1,1025,20,unknown,yes
21,services,married,secondary,no,25764,no,no,unknown,150,jun,1561,1,56,19,unknown,yes
84,blue-collar,divorced,secondary,no,42408,yes,no,unknown,136,jun,3533,2,1928,13,unknown,yes
40,unemployed,single,tertiary,no,18404,no,no,unknown,123,jun,1904,1,1718,17,unknown,yes
56,management,single,secondary,no,-11074,yes,no,unknown,158,jun,3919,3,1276,14,unknown,yes
62,blue-collar,married,secondary,no,32039,no,yes,unknown,174,jun,1979,3,1345,15,unknown,yes
39,technician,married,secondary,no,48147,yes,no,unknown,171,jun,1176,2,504,15,unknown,yes
59,management,married,tertiary,no,31721,no,no,unknown,164,jun,897,6,303,27,unknown,yes
60,entrepreneur,married,tertiary,no,5996,no,no,unknown,203,jun,5369,4,1776,28,unknown,yes
58,management,married,secondary,no,30421,no,no,unknown,164,jun,684,1,428,16,unknown,yes
68,technician,divorced,tertiary,no,18725,no,no,unknown,198,jun,1845,1,111,15,unknown,yes
48,student,single,tertiary,no,145,no,no,unknown,135,jun,3728,3,600,20,unknown,yes
26,management,married,secondary,no,15207,no,no,unknown,153,jun,1381,2,363,21,unknown,yes
46,blue-collar,married,primary,no,-7986,yes,no,unknown,206,jun,1825,3,853,14,unknown,yes
95,management,married,tertiary,no,5948,no,no,unknown,175,jun,4180,3,1060,10,unknown,yes
70,self-employed,single,tertiary,no,42456,no,no,unknown,157,jun,1710,1,867,28,unknown,yes
78,services,divorced,secondary,no,46657,no,no,unknown,141,jun,516,2,376,10,unknown,yes
57,admin.,married,secondary,no,-17639,yes,no,unknown,183,jun,3628,2,1794,25,unknown,yes
25,management,single,tertiary,no,44403,no,no,unknown,197,jun,2127,1,326,29,unknown,yes
80,blue-collar,single,primary,no,36,no,no,unknown,207,jun,3313,1,1549,26,unknown,yes
63,entrepreneur,married,secondary,no,3750,no,no,unknown,171,jun,1565,1,1743,22,unknown,yes
58,technician,married,secondary,no,25160,yes,yes,unknown,147,jun,2153,2,1667,25,unknown,yes
88,admin.,married,secondary,no,47915,no,no,unknown,123,jun,1776,1,1916,25,unknown,yes
60,blue-collar,married,secondary,no,22281,yes,no,unknown,175,jun,2433,4,1151,19,unknown,yes
59,blue-collar,married,primary,no,-9352,no,yes,unknown,151,jun,3946,3,1058,13,unknown,yes
42,blue-collar,divorced,secondary,no,-1420,no,no,unknown,181,jun,3549,4,848,17,unknown,yes
99,retired,divorced,secondary,no,-10852,no,yes,unknown,175,jun,1328,1,1593,22,unknown,yes
44,technician,married,secondary,no,28583,no,no,unknown,126,jun,1592,3,1230,25,unknown,yes
93,housemaid,married,primary,no,17911,no,no,unknown,218,jun,3269,2,534,17,unknown,yes
21,services,married,secondary,no,-14735,yes,no,unknown,195,jun,635,1,184,16,unknown,yes
46,entrepreneur,married,tertiary,yes,15659,no,no,unknown,160,jun,2572,4,222,26,unknown,yes
104,retired,married,primary,no,15663,no,no,unknown,163,jun,1341,1,1464,20,unknown,yes
75,blue-collar,single,secondary,no,-2557,no,no,unknown,152,jun,742,3,1294,27,unknown,yes
73,blue-collar,married,primary,no,37431,no,no,unknown,145,jun,987,3,191,29,unknown,yes
73,blue-collar,married,secondary,no,-9438,yes,no,unknown,128,jun,2208,1,1315,11,unknown,yes
54,blue-collar,single,secondary,no,5752,yes,no,unknown,177,jun,2465,7,403,17,unknown,yes
73,unemployed,married,primary,no,13553,no,no,unknown,120,jun,1147,2,952,14,unknown,yes
85,services,married,secondary,no,-5595,no,yes,unknown,142,jun,3084,1,1574,25,unknown,yes
68,blue-collar,single,secondary,no,-11142,yes,no,unknown,176,jun,791,7,1284,12,unknown,yes
62,retired,married,tertiary,no,-7047,no,no,unknown,121,jun,2704,1,122,16,unknown,yes
40,services,married,unknown,no,8007,no,yes,unknown,179,jun,882,1,676,25,unknown,yes
99,management,married,tertiary,no,25757,no,yes,unknown,176,jun,2465,1,1480,21,unknown,yes
72,management,married,tertiary,no,14295,no,yes,unknown,127,jun,1485,2,1027,18,unknown,yes
33,blue-collar,single,secondary,no,47274,yes,no,unknown,156,jun,3242,1,1808,29,unknown,yes
46,technician,married,tertiary,no,49516,no,yes,unknown,186,jun,2240,3,1228,23,unknown,yes
54,management,married,tertiary,no,5151,yes,yes,unknown,128,jun,2436,1,230,18,unknown,yes
81,blue-collar,married,secondary,no,-16567,yes,yes,unknown,195,jun,3024,2,941,25,unknown,yes
43,services,divorced,secondary,no,-15166,no,no,unknown,214,jun,2276,3,1765,19,unknown,yes
88,blue-collar,single,secondary,no,924,yes,no,unknown,160,jun,3156,2,1268,21,unknown,yes
38,management,married,tertiary,no,48341,no,no,unknown,154,jun,3113,3,1112,28,unknown,yes
27,management,married,secondary,no,-16592,yes,no,unknown,165,jun,3099,10,1793,13,unknown,yes
88,blue-collar,married,secondary,no,4719,yes,yes,unknown,138,jun,2187,5,1573,18,unknown,yes
82,services,divorced,unknown,no,42294,no,no,unknown,199,jun,2450,2,1332,13,unknown,yes
59,unemployed,married,tertiary,no,48323,no,no,unknown,145,jun,2460,4,2,19,unknown,yes
68,blue-collar,single,secondary,yes,25123,no,no,unknown,185,jun,3419,2,630,16,unknown,yes
54,admin.,single,primary,no,-7110,yes,no,unknown,213,jun,3527,3,760,25,unknown,yes
39,management,married,tertiary,no,4130,yes,no,unknown,170,jun,1328,2,1482,20,unknown,yes
47,blue-collar,single,primary,no,-16191,yes,no,unknown,169,jun,3087,2,328,19,unknown,yes
73,blue-collar,married,tertiary,no,-12058,yes,no,unknown,146,jun,1838,3,1696,27,unknown,yes
35,technician,married,tertiary,no,-6595,yes,yes,unknown,129,jun,2721,3,745,10,unknown,yes
54,admin.,single,secondary,no,38507,no,yes,unknown,143,jun,5592,2,108,18,unknown,yes
10,blue-collar,married,primary,no,18196,no,yes,unknown,192,jun,814,6,721,24,unknown,yes
37,admin.,divorced,secondary,no,-9253,no,yes,unknown,205,jun,2543,2,1166,24,unknown,yes
74,blue-collar,single,secondary,no,25693,yes,no,unknown,128,jul,755,9,1604,16,unknown,yes
69,technician,single,tertiary,no,-15796,no,no,unknown,159,jul,1434,2,1327,24,unknown,yes
74,technician,single,secondary,no,-16132,no,no,unknown,110,jul,3577,2,1273,20,unknown,yes
11,services,single,secondary,no,1235,no,yes,unknown,173,jul,1476,3,1011,23,unknown,yes
33,services,married,secondary,no,22509,no,yes,unknown,126,jul,1090,1,1020,27,unknown,yes
56,technician,married,primary,no,18687,no,no,unknown,111,jul,1396,1,1030,20,unknown,yes
10,blue-collar,single,secondary,no,-1788,yes,no,cellular,158,jul,2092,3,1067,12,unknown,yes
72,blue-collar,married,secondary,no,9546,yes,no,cellular,153,jul,3259,4,1942,11,unknown,yes
98,technician,married,secondary,no,-5556,no,no,cellular,184,jul,2571,2,834,15,unknown,yes
49,technician,single,secondary,no,3906,yes,no,cellular,140,jul,3632,2,26,14,unknown,yes
51,blue-collar,divorced,primary,no,-1683,yes,no,cellular,180,jul,744,3,310,17,unknown,yes
40,services,single,secondary,no,25791,no,no,cellular,164,jul,3279,1,1995,23,unknown,yes
43,entrepreneur,divorced,tertiary,no,-2610,no,yes,cellular,147,jul,2971,3,642,23,unknown,yes
65,technician,married,secondary,no,18316,no,no,cellular,165,jul,1332,2,21,23,unknown,yes
48,self-employed,married,secondary,no,16365,no,no,cellular,129,jul,3455,2,17,23,unknown,yes
91,unemployed,married,secondary,no,37821,no,no,cellular,205,jul,3077,5,951,18,unknown,yes
43,self-employed,single,tertiary,no,29404,no,no,cellular,143,jul,1571,1,-79,16,unknown,yes
71,technician,single,secondary,no,45938,no,yes,cellular,118,jul,910,1,1162,12,unknown,yes
42,admin.,divorced,secondary,no,31421,no,yes,cellular,148,jul,1366,1,847,25,unknown,yes
52,blue-collar,single,secondary,yes,43319,yes,yes,cellular,146,jul,3101,1,1176,28,unknown,yes
86,blue-collar,divorced,primary,no,8629,no,yes,cellular,189,jul,3495,1,451,24,unknown,yes
68,technician,single,secondary,no,35598,yes,yes,cellular,129,jul,3428,3,1740,18,unknown,yes
65,blue-collar,single,secondary,no,-2963,no,no,cellular,155,jul,1056,2,267,16,unknown,yes
45,management,single,tertiary,no,46681,no,yes,cellular,190,jul,2942,4,869,27,unknown,yes
16,entrepreneur,married,secondary,no,-20306,yes,yes,cellular,186,jul,2262,1,240,29,unknown,yes
65,entrepreneur,married,tertiary,yes,26393,no,no,cellular,187,jul,1085,1,74,15,unknown,yes
29,self-employed,single,secondary,no,19897,no,no,cellular,148,jul,1188,1,1661,10,unknown,yes
24,technician,single,secondary,no,-18172,no,yes,cellular,170,jul,2846,1,1140,29,unknown,yes
22,blue-collar,married,secondary,no,45235,no,yes,cellular,201,jul,1693,3,697,11,unknown,yes
32,blue-collar,single,secondary,no,-12898,no,yes,cellular,141,jul,1992,1,941,22,unknown,yes
60,entrepreneur,divorced,tertiary,no,4717,no,yes,cellular,117,jul,1327,1,434,26,unknown,yes
42,management,divorced,tertiary,no,26314,no,yes,cellular,131,jul,3425,1,263,28,unknown,yes
32,services,married,secondary,no,47156,no,yes,cellular,183,jul,3530,5,481,25,unknown,yes
44,blue-collar,single,secondary,yes,-326,no,yes,cellular,176,jul,2655,2,935,24,unknown,yes
75,technician,married,secondary,no,754,no,no,cellular,204,jul,1011,1,1529,20,unknown,yes
53,blue-collar,single,secondary,no,42613,no,yes,cellular,189,jul,2826,3,947,10,unknown,yes
24,admin.,single,secondary,no,-14660,no,yes,cellular,150,jul,883,2,568,17,unknown,yes
57,technician,married,secondary,no,-10723,no,yes,cellular,205,jul,1766,4,616,23,unknown,yes
49,blue-collar,single,secondary,no,5209,no,yes,cellular,172,jul,2991,2,1724,22,unknown,yes
37,unemployed,single,secondary,no,13247,no,no,cellular,197,jul,988,1,136,14,unknown,yes
27,blue-collar,married,primary,no,-17367,yes,no,cellular,173,jul,1979,1,843,23,unknown,yes
70,admin.,married,primary,no,39741,yes,no,cellular,199,jul,1243,1,1919,11,unknown,yes
65,blue-collar,single,primary,no,11442,no,no,cellular,169,jul,4224,1,1631,28,unknown,yes
50,services,divorced,tertiary,no,-1652,yes,no,cellular,207,jul,2163,1,1733,20,unknown,yes
36,blue-collar,married,secondary,no,7450,no,yes,cellular,118,jul,2752,1,430,11,unknown,yes
43,admin.,divorced,tertiary,yes,43629,no,yes,cellular,166,jul,2870,3,403,11,unknown,yes
30,services,divorced,secondary,no,-15369,yes,no,cellular,165,jul,3623,1,-30,29,unknown,yes
41,management,married,tertiary,yes,36885,yes,yes,cellular,205,jul,906,5,32,24,unknown,yes
8,technician,married,secondary,no,-807,no,yes,cellular,157,jul,455,5,936,19,unknown,yes
72,management,married,tertiary,no,49374,yes,yes,cellular,163,jul,3512,1,1249,13,unknown,yes
18,blue-collar,married,primary,no,-3626,yes,yes,cellular,203,jul,2699,4,397,26,unknown,yes
45,management,single,tertiary,no,10494,no,yes,cellular,160,jul,1225,5,845,16,unknown,yes
75,blue-collar,married,primary,no,40693,no,yes,cellular,179,jul,2739,6,947,24,unknown,yes
35,unemployed,single,primary,no,29896,no,yes,cellular,197,jul,2929,2,1886,24,unknown,yes
69,blue-collar,single,secondary,no,33227,yes,yes,cellular,128,jul,1914,3,604,27,unknown,yes
57,blue-collar,married,secondary,no,42731,no,no,cellular,140,jul,1435,1,1026,11,unknown,yes
20,blue-collar,single,secondary,no,42167,yes,no,cellular,177,jul,1511,4,634,12,unknown,yes
91,entrepreneur,married,unknown,no,40835,yes,yes,cellular,178,jul,3647,1,1318,10,unknown,yes
48,admin.,married,secondary,no,27056,yes,yes,cellular,125,jul,3947,1,1775,23,unknown,yes
58,admin.,single,secondary,no,41132,no,yes,cellular,182,jul,1656,2,335,24,unknown,yes
39,blue-collar,single,secondary,no,44897,no,yes,cellular,119,jul,2937,7,100,15,unknown,yes
61,blue-collar,single,secondary,no,48860,yes,no,cellular,134,jul,2897,1,735,17,unknown,yes
71,services,married,secondary,no,18376,no,yes,cellular,206,jul,2144,5,1695,12,unknown,yes
70,services,married,secondary,no,4821,yes,no,cellular,204,jul,2244,4,1683,29,unknown,yes
87,admin.,divorced,secondary,no,17805,no,no,cellular,168,jul,1398,1,195,22,unknown,yes
20,management,married,tertiary,no,49168,yes,no,cellular,168,jul,1955,1,1166,29,unknown,yes
85,technician,married,secondary,no,31126,no,yes,cellular,140,jul,3291,1,1743,29,unknown,yes
43,blue-collar,single,primary,no,33457,no,no,cellular,205,jul,3948,3,259,18,unknown,yes
27,blue-collar,married,secondary,no,31456,yes,yes,cellular,174,jul,2054,1,757,15,unknown,yes
58,management,single,tertiary,no,47217,no,no,cellular,160,jul,2932,3,1720,24,unknown,yes
41,student,married,primary,no,-19878,yes,no,cellular,131,jul,1296,1,24,20,unknown,yes
67,blue-collar,single,secondary,no,-16637,no,yes,cellular,179,jul,2918,3,1109,26,unknown,yes
96,blue-collar,married,secondary,no,18381,yes,no,cellular,150,jul,2349,2,300,15,unknown,yes
58,retired,divorced,secondary,no,-13488,no,no,cellular,151,jul,2059,2,178,28,unknown,yes
57,management,married,tertiary,no,49728,yes,no,cellular,155,jul,2639,2,1371,22,unknown,yes
78,management,single,tertiary,no,6229,yes,no,cellular,178,jul,1927,2,366,29,unknown,yes
88,management,divorced,secondary,no,26938,yes,no,cellular,122,jul,4171,2,1134,25,unknown,yes
85,admin.,married,secondary,no,32235,yes,no,cellular,154,jul,2167,2,1802,19,unknown,yes
38,technician,married,secondary,no,5846,yes,no,cellular,164,jul,2714,2,504,10,unknown,yes
83,admin.,married,secondary,no,1341,yes,no,cellular,116,jul,3726,2,775,20,unknown,yes
35,entrepreneur,married,secondary,no,7227,no,yes,cellular,154,jul,3093,3,942,11,unknown,yes
25,technician,married,secondary,no,-12699,yes,no,cellular,173,jul,3243,3,1264,29,unknown,yes
80,entrepreneur,married,tertiary,no,2628,yes,no,cellular,148,jul,1915,2,379,21,unknown,yes
84,technician,married,secondary,no,-10718,no,yes,cellular,182,jul,2900,3,1821,15,unknown,yes
55,admin.,married,tertiary,no,-4138,yes,no,cellular,119,jul,1106,4,886,12,unknown,yes
60,admin.,divorced,secondary,no,6232,yes,no,cellular,155,jul,3057,2,676,17,unknown,yes
80,services,divorced,secondary,no,-9842,no,yes,cellular,190,jul,3561,4,391,20,unknown,yes
38,technician,married,secondary,no,2342,yes,no,cellular,148,jul,3208,3,1885,10,unknown,yes
58,technician,married,tertiary,no,18408,yes,no,cellular,124,jul,1960,7,39,15,unknown,yes
90,management,married,tertiary,no,38037,no,yes,cellular,126,jul,1303,3,1742,28,unknown,yes
9,services,single,secondary,no,32197,no,yes,cellular,190,jul,1262,2,1859,13,unknown,yes
101,management,married,tertiary,no,-4024,yes,no,cellular,196,jul,1337,4,834,16,unknown,yes
44,entrepreneur,married,primary,no,3097,yes,no,cellular,199,jul,1761,3,557,24,unknown,yes
24,blue-collar,single,primary,no,-2180,yes,no,cellular,165,jul,1693,4,370,18,unknown,yes
56,services,divorced,secondary,no,35372,no,yes,cellular,129,jul,1615,1,530,19,unknown,yes
49,retired,married,secondary,no,46113,no,no,cellular,132,jul,3642,1,-87,29,unknown,yes
70,entrepreneur,married,secondary,no,32425,no,yes,cellular,185,jul,3068,3,1644,20,unknown,yes
75,management,divorced,tertiary,no,11281,no,no,cellular,211,jul,3236,5,719,20,unknown,yes
52,blue-collar,single,primary,no,26409,no,no,cellular,184,jul,2366,3,1961,11,unknown,yes
34,entrepreneur,divorced,secondary,no,14107,no,yes,cellular,151,jul,3745,4,988,11,unknown,yes
35,student,single,tertiary,no,4489,no,no,cellular,210,jul,2307,5,1793,15,unknown,yes
30,entrepreneur,married,tertiary,no,12596,no,no,cellular,133,jul,1714,5,349,17,unknown,yes
23,management,single,tertiary,no,49096,yes,no,cellular,145,jul,1720,5,1858,20,unknown,yes
80,blue-collar,single,secondary,no,22623,yes,no,cellular,198,jul,3146,1,1810,25,unknown,yes
37,blue-collar,single,unknown,no,6720,yes,yes,cellular,182,jul,3712,4,910,11,unknown,yes
15,management,single,tertiary,no,20891,yes,no,cellular,171,jul,1823,1,44,24,unknown,yes
23,technician,single,secondary,no,-14005,no,no,cellular,181,jul,2204,1,1545,20,unknown,yes
28,management,married,tertiary,no,10743,yes,no,cellular,165,jul,2481,1,-99,27,unknown,yes
62,blue-collar,married,primary,no,8347,yes,no,cellular,198,jul,2675,1,337,16,unknown,yes
68,blue-collar,married,tertiary,no,469,no,no,cellular,128,jul,2185,6,904,10,unknown,yes
73,technician,married,secondary,no,22673,yes,yes,cellular,175,jul,2487,1,185,18,unknown,yes
49,unemployed,divorced,tertiary,no,36122,yes,no,cellular,187,jul,3822,2,1095,28,unknown,yes
64,blue-collar,married,primary,no,1994,yes,no,cellular,192,jul,2643,1,1450,10,unknown,yes
46,blue-collar,married,secondary,no,45188,yes,no,cellular,194,jul,3437,1,1430,23,unknown,yes
82,blue-collar,married,secondary,no,17317,no,yes,cellular,125,jul,3047,11,912,11,unknown,yes
47,blue-collar,married,secondary,no,-4105,yes,no,cellular,197,jul,1444,2,1186,28,unknown,yes
75,admin.,single,secondary,no,23364,no,no,cellular,141,jul,2955,9,985,19,unknown,yes
53,blue-collar,married,secondary,no,15709,yes,yes,cellular,131,jul,3744,2,462,26,unknown,yes
30,services,married,secondary,no,28909,yes,yes,cellular,144,jul,2941,2,142,10,unknown,yes
24,student,married,secondary,no,-19177,yes,no,cellular,168,jul,1312,2,1680,12,unknown,yes
30,management,married,tertiary,no,-10959,no,yes,cellular,172,jul,4647,5,503,27,unknown,yes
32,housemaid,married,primary,no,40408,yes,no,cellular,131,jul,2520,2,44,29,unknown,yes
58,blue-collar,single,secondary,no,31602,yes,no,cellular,203,jul,3114,1,1812,27,unknown,yes
45,technician,married,secondary,no,33709,yes,no,cellular,141,jul,2721,2,1447,26,unknown,yes
72,blue-collar,divorced,secondary,no,15579,yes,no,telephone,191,jul,2321,2,1650,14,unknown,yes
8,services,single,secondary,no,33153,no,yes,cellular,195,jul,1884,2,122,10,unknown,yes
40,management,married,tertiary,no,34808,yes,no,cellular,118,jul,1976,1,1257,27,unknown,yes
63,services,single,secondary,no,42421,yes,no,cellular,155,jul,1131,1,1498,17,unknown,yes
31,self-employed,divorced,secondary,no,12127,yes,no,cellular,177,jul,4080,2,1579,16,unknown,yes
60,blue-collar,married,primary,no,13457,yes,no,cellular,183,jul,685,2,884,26,unknown,yes
17,admin.,married,secondary,no,46608,yes,no,telephone,192,jul,2625,7,1405,17,unknown,yes
58,technician,single,tertiary,no,8406,no,no,cellular,172,jul,2638,3,1112,19,unknown,yes
66,housemaid,married,primary,no,36273,yes,no,cellular,207,jul,3122,1,999,29,unknown,yes
60,blue-collar,divorced,primary,no,34979,yes,no,cellular,158,jul,3123,2,992,15,unknown,yes
13,management,divorced,tertiary,no,801,yes,no,cellular,127,jul,1326,5,1150,11,unknown,yes
30,services,married,secondary,no,14678,yes,no,cellular,168,jul,3310,5,1662,19,unknown,yes
65,blue-collar,single,secondary,no,-18881,no,yes,cellular,161,jul,2259,4,19,10,unknown,yes
60,entrepreneur,divorced,secondary,no,-11300,yes,no,cellular,145,jul,2839,3,223,29,unknown,yes
62,housemaid,divorced,primary,no,18806,yes,no,cellular,136,jul,2374,2,844,25,unknown,yes
77,services,divorced,secondary,no,26902,yes,no,cellular,135,jul,1714,1,-11,18,unknown,yes
96,technician,divorced,secondary,no,-3977,no,no,cellular,118,jul,667,1,1122,21,unknown,yes
