age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
76,Private,144290,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2174,52,United-States,>50K
61,?,140249,Bachelors,13,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,2163,22,South,<=50K
70,Self-emp-not-inc,128574,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2149,44,United-States,<=50K
77,Self-emp-not-inc,128928,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,253,2149,23,United-States,<=50K
47,Private,143800,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,2129,71,?,<=50K
24,Self-emp-not-inc,369411,11th,7,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,2222,53,United-States,<=50K
41,Self-emp-not-inc,72466,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2129,45,United-States,<=50K
49,Federal-gov,189749,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,0,2080,39,Philippines,<=50K
69,Private,153321,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2057,63,China,<=50K
33,Private,146208,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2057,45,United-States,<=50K
55,Self-emp-not-inc,244479,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2057,57,Canada,<=50K
39,Private,249141,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,1685,2106,43,United-States,<=50K
30,Private,242603,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,24,United-States,<=50K
38,Private,194623,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,44,United-States,<=50K
43,Private,120215,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,60,United-States,<=50K
38,Private,71833,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,42,United-States,<=50K
31,Private,111033,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2051,40,United-States,<=50K
59,Private,168986,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,986,2051,53,United-States,<=50K
57,Local-gov,298817,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,38,United-States,<=50K
52,Self-emp-not-inc,111984,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2051,18,United-States,<=50K
35,Private,266904,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2051,38,United-States,<=50K
43,Federal-gov,272368,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,43,United-States,<=50K
32,Private,86331,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,37,United-States,<=50K
37,Local-gov,102874,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2051,42,United-States,<=50K
32,Private,162939,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2051,55,United-States,<=50K
57,Private,179596,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2051,43,United-States,<=50K
58,Private,755008,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,43,United-States,<=50K
42,Private,158064,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,44,United-States,<=50K
43,Private,132954,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2051,37,United-States,<=50K
32,Private,258845,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,894,2068,42,United-States,<=50K
48,Private,190596,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,38,United-States,<=50K
39,Private,262169,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,55,United-States,<=50K
40,Private,140986,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,44,Poland,<=50K
42,Private,288975,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,41,United-States,<=50K
65,Private,176321,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1249,2051,19,United-States,<=50K
44,Private,121695,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,900,2042,44,United-States,<=50K
39,Private,37543,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2042,44,United-States,<=50K
49,Private,323297,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2042,52,United-States,<=50K
42,Private,34214,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,47,2042,37,United-States,<=50K
47,Self-emp-not-inc,115782,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,398,2042,47,United-States,<=50K
38,Private,92054,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,538,2042,12,United-States,<=50K
30,Private,189754,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2042,39,United-States,<=50K
37,Private,272828,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,730,2042,27,United-States,<=50K
65,Private,114963,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2042,32,United-States,<=50K
53,Local-gov,97704,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,38,United-States,<=50K
57,Local-gov,129998,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,2002,42,United-States,<=50K
57,Private,184740,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2002,41,United-States,<=50K
49,Private,426558,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,40,United-States,<=50K
33,Federal-gov,149551,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2002,45,Iran,<=50K
46,Self-emp-not-inc,183522,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,38,United-States,<=50K
35,Private,99286,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,43,United-States,<=50K
30,Local-gov,165596,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2002,44,England,<=50K
29,Private,39452,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,380,2195,44,United-States,<=50K
63,Private,174789,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2002,52,United-States,<=50K
50,Self-emp-not-inc,208799,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,31,United-States,<=50K
31,?,142007,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,2002,42,United-States,<=50K
45,Private,39411,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,453,2002,64,United-States,<=50K
37,Private,175011,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,2002,43,United-States,<=50K
49,Private,359640,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,555,2002,53,United-States,<=50K
34,Private,45644,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,38,United-States,<=50K
37,Private,111089,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,42,United-States,<=50K
38,Self-emp-inc,210582,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,281,2002,38,United-States,<=50K
58,Private,288194,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,41,United-States,<=50K
52,Private,222243,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2144,49,United-States,<=50K
52,Self-emp-not-inc,347922,Doctorate,16,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,42,United-States,<=50K
24,?,226939,HS-grad,9,Never-married,?,Unmarried,White,Male,0,2001,37,United-States,<=50K
32,Private,56743,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,2001,46,United-States,<=50K
21,Private,309769,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,1076,2001,39,United-States,<=50K
47,Federal-gov,79421,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Male,0,2001,60,United-States,<=50K
34,Private,436871,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,2001,45,United-States,<=50K
37,Private,220910,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,2001,38,United-States,<=50K
30,Private,116085,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,2001,32,United-States,<=50K
24,Private,136167,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,2001,41,United-States,<=50K
25,Private,233494,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,2001,40,United-States,<=50K
59,?,123942,HS-grad,9,Separated,?,Not-in-family,Black,Female,0,2001,38,United-States,<=50K
44,Self-emp-not-inc,284169,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,2001,49,United-States,<=50K
56,Self-emp-not-inc,216423,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,2001,40,United-States,<=50K
27,Private,414286,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,252,2001,55,United-States,<=50K
22,Private,256348,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,2043,42,United-States,<=50K
29,Private,205779,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,2001,40,United-States,<=50K
58,Federal-gov,60914,Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,Male,0,2054,68,United-States,<=50K
26,Local-gov,93096,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,1889,2001,37,United-States,<=50K
36,Private,207375,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,2001,45,United-States,<=50K
24,Private,193257,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,2001,42,United-States,<=50K
25,?,43964,Some-college,10,Never-married,?,Not-in-family,White,Male,0,2001,48,United-States,<=50K
49,Private,96999,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,647,2001,37,United-States,<=50K
39,Private,166099,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,2001,42,United-States,<=50K
36,Private,184049,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,2001,43,United-States,<=50K
38,Private,319930,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,2001,44,United-States,<=50K
29,Private,118581,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,1980,38,United-States,<=50K
28,Private,124031,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,1980,44,Philippines,<=50K
40,Private,200761,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,189,1980,67,United-States,<=50K
36,Self-emp-not-inc,158949,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,1980,60,United-States,<=50K
29,Federal-gov,433321,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,1980,38,United-States,<=50K
32,Local-gov,285706,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,1980,37,United-States,<=50K
46,Private,170953,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1980,51,United-States,<=50K
46,Private,380588,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,0,1980,46,England,<=50K
45,Private,57912,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,1154,1980,59,United-States,<=50K
33,Private,194579,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,2114,34,United-States,<=50K
44,Federal-gov,185801,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,1980,43,United-States,<=50K
37,Private,56268,10th,6,Widowed,Other-service,Not-in-family,Black,Female,0,1980,41,United-States,<=50K
63,Private,116206,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,0,1980,49,United-States,<=50K
45,Private,146765,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,1071,1985,46,United-States,<=50K
33,Private,188218,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,Male,0,1980,58,United-States,<=50K
35,Private,217148,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,2084,43,United-States,<=50K
34,Private,184944,Some-college,10,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,1980,44,United-States,<=50K
27,Private,100988,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,1980,41,United-States,<=50K
36,Private,195887,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,363,1980,42,United-States,<=50K
60,Private,36963,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,1223,1980,40,United-States,<=50K
48,Private,95376,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,1980,38,United-States,<=50K
51,Private,101894,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,1980,39,United-States,<=50K
29,Private,141782,10th,6,Never-married,Sales,Other-relative,White,Male,0,1980,38,United-States,<=50K
52,Private,98759,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,38,United-States,>50K
41,Private,214642,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,62,United-States,>50K
45,Private,466761,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,65,United-States,>50K
52,Private,198397,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,44,United-States,>50K
40,Private,20679,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,41,1977,43,United-States,>50K
37,Self-emp-inc,104614,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,47,United-States,>50K
40,Private,191321,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,79,United-States,>50K
31,Self-emp-inc,256912,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,1977,22,United-States,>50K
51,Private,142776,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,40,United-States,>50K
49,Private,140789,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,39,United-States,>50K
47,Self-emp-not-inc,178845,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
43,Local-gov,119170,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,766,1977,42,United-States,>50K
41,Federal-gov,354532,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2056,50,United-States,>50K
50,Private,191779,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States,>50K
46,Local-gov,151720,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,64,United-States,>50K
49,Self-emp-inc,153153,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,840,1977,63,United-States,>50K
59,Self-emp-inc,318923,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,48,United-States,>50K
49,Private,333756,Prof-school,15,Married-civ-spouse,Tech-support,Husband,White,Male,1704,1977,42,United-States,>50K
43,Local-gov,232514,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,46,United-States,>50K
59,Private,166948,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,53,United-States,>50K
52,Private,248304,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,1977,45,United-States,>50K
36,Private,316709,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,2105,38,United-States,>50K
50,Local-gov,146756,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
61,Private,202275,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,729,1977,43,United-States,>50K
40,Private,229149,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2130,62,United-States,>50K
46,Private,34878,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,1977,52,United-States,>50K
53,Private,98407,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,1521,1977,40,United-States,>50K
38,Private,186542,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,43,United-States,>50K
51,Private,196625,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
32,Private,347033,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,38,China,>50K
44,Self-emp-inc,130380,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,48,United-States,>50K
59,Private,34672,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,832,1977,41,United-States,>50K
36,Private,169537,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1980,45,United-States,>50K
56,Private,86862,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2095,55,United-States,>50K
45,Self-emp-not-inc,320707,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,75,United-States,>50K
30,Local-gov,99157,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,43,United-States,>50K
57,Self-emp-inc,131697,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,>50K
60,State-gov,179850,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,51,United-States,>50K
66,Private,212575,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,59,United-States,>50K
45,Self-emp-inc,211521,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
62,Local-gov,168849,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,950,1977,42,United-States,>50K
45,Self-emp-inc,278582,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,59,United-States,>50K
64,Self-emp-not-inc,36219,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,37,China,>50K
51,Self-emp-not-inc,215791,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,863,1977,50,United-States,>50K
40,Private,90930,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,54,United-States,>50K
42,Private,221500,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,63,United-States,>50K
44,Private,125218,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,49,United-States,>50K
46,State-gov,33185,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,67,United-States,>50K
43,Self-emp-not-inc,202196,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,62,United-States,>50K
34,Private,206828,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,1684,1977,64,United-States,>50K
48,Private,203786,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,44,United-States,>50K
42,Federal-gov,166928,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1977,57,United-States,>50K
