customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1159-WFSGR,Female,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.6,365.24,No
7654-YWJUF,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),94.95,3670.86,No
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.1,454.75,Yes
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,83.05,1195.28,No
0691-JVSYA,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),115.15,5258.01,Yes
5918-VUKWP,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.25,718.47,No
1744-JHKYS,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.2,928.55,No
2656-FMOKZ,Female,1,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.35,1323.72,Yes
2070-FNEXE,Female,1,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.95,576.2,Yes
5947-SGKCL,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.65,1576.02,No
3712-PKXZA,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.75,1405.44,No
6317-YPKDH,Female,0,No,No,10,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.95,218.95,Yes
6582-OIVSP,Female,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,56.0,181.19,No
9367-WXLCH,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.8,747.7,Yes
5524-KHNJP,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),89.65,2657.43,No
1918-ZBFQJ,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,92.05,1285.73,Yes
1024-GUALD,Female,0,Yes,No,11,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,35.4,153.06,Yes
4827-USJHP,Male,0,No,No,26,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.3,1140.3,No
8167-GJLRN,Male,0,No,No,11,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,43.3,249.85,No
0956-SYCWG,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.75,426.89,No
8017-UVSZU,Female,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),75.0,2609.1,No
7100-FQPRV,Male,0,Yes,Yes,44,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),85.2,3338.27,No
2472-OVKUP,Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,107.9,755.77,Yes
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.75,1516.2,No
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),124.7,8333.3,No
2146-EGVDT,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.2,1346.21,No
2604-IJPDU,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,110.85,2076.11,No
9178-JHUVJ,Male,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.8,674.5,No
6168-YBYNP,Male,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,129.75,6757.11,No
7255-SSFBC,Male,0,Yes,Yes,78,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),123.85,8191.29,No
3645-DEYGF,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.25,152.8,No
9323-HGFWY,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),122.7,2953.63,No
8544-GOQSH,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.15,1113.51,No
3363-DTIVD,Male,0,Yes,Yes,74,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,111.65,7488.46,No
7018-WBJNK,Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.1,1287.71,No
9142-KZXOP,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),73.35,3021.5,No
7674-YTAFD,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),86.05,2758.05,No
6348-SNFUS,Male,0,Yes,Yes,83,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.65,4181.76,No
1285-OKIPP,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,100.6,351.07,Yes
7825-ECJRF,Female,0,No,No,28,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.5,2029.67,Yes
1347-KTTTA,Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),119.25,6884.26,No
7841-TZDMQ,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.7,224.67,Yes
4195-NZGTA,Female,0,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.55,29.39,No
7157-SMCFK,Male,0,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.85,1164.81,No
4709-LKHYG,Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.9,720.75,No
2504-DSHIH,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,91.4,2031.97,No
0699-NDKJM,Female,0,Yes,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.65,3622.32,No
9286-BHDQG,Male,0,Yes,Yes,75,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),50.95,3213.9,No
0230-WEQUW,Male,0,Yes,No,76,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),58.4,3813.68,No
2040-LDIWQ,Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.4,5403.86,No
6496-JDSSB,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.0,726.2,No
9408-SSNVZ,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.85,382.32,Yes
4443-EMBNA,Female,0,Yes,No,80,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),35.95,1983.62,No
6469-MRVET,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.2,100.0,No
0742-MOABM,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,57.25,275.83,Yes
5961-VUSRV,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),36.45,457.04,No
6778-JFCMK,Male,0,No,No,28,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,62.6,1441.15,No
6341-JVQGF,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,82.85,2567.51,No
2232-DMLXU,Female,0,Yes,No,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,60.2,123.7,Yes
4811-JBUVU,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),106.6,2931.9,No
0945-TSONX,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),93.2,4216.27,No
2651-ZCBXV,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),127.2,6000.65,No
3316-UWXUY,Male,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),106.3,4926.7,No
8937-RDTHP,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,98.5,268.08,Yes
7083-MIOPC,Female,0,No,No,77,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),39.05,1813.18,No
1984-GPTEH,Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.55,795.24,No
1251-KRREG,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,131.65,Yes
0621-JFHOL,Female,0,No,No,19,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,43.7,486.58,No
9903-LYSAB,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.25,1482.2,No
0094-OIFMO,Female,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.2,1175.74,Yes
9227-UAQFT,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.25,318.1,No
7301-ABVAD,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.7,6421.39,No
6614-FHDBO,Male,0,No,No,83,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),123.5,8074.21,No
7576-ASEJU,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.4,3196.82,No
9058-HRZSV,Female,1,Yes,No,76,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,100.1,6202.53,No
4522-AKYLR,Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.0,872.06,No
0221-WMXNQ,Male,1,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,87.05,416.14,No
0303-UNCIP,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,85.0,2785.8,No
9947-OTFQU,Male,1,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.3,1163.31,Yes
0322-YINQP,Male,0,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.05,181.9,Yes
0959-WHOKV,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,113.9,4496.62,No
4075-JFPGR,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,103.1,4747.23,No
4629-NRXKX,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,90.3,385.95,Yes
9514-JDSKI,Male,1,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,61.0,304.36,Yes
3282-ZISZV,Male,0,No,Yes,36,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),98.0,2806.33,No
3675-YDUPJ,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.05,358.97,No
4111-BNXIF,Female,0,Yes,Yes,78,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.65,4165.61,No
7017-VFHAY,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),123.7,7122.53,No
6655-LHBYW,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.45,5804.96,No
4959-JOSRX,Female,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.0,140.39,Yes
5046-NUHWD,Female,1,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,64.8,1476.15,No
7273-TEFQD,Male,1,No,No,6,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,44.95,181.6,Yes
3606-TWKGI,Male,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.4,1440.75,Yes
7529-ZDFXI,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,4972.27,No
7605-BDWDC,Female,0,No,No,40,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.85,1766.1,No
1950-KSVVJ,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,120.5,5127.29,No
0123-CRBRT,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,93.5,5593.71,No
6292-TOSSS,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.8,1262.87,No
3197-ARFOY,Female,1,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,108.9,2055.61,No
6323-AYBRX,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.25,1149.52,Yes
7014-ZZXAW,Female,0,Yes,No,76,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.55,1809.81,No
4385-GZQXV,Female,1,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.45,1658.8,Yes
7633-MVPUY,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,74.05,3623.18,No
6366-ZGQGL,Male,0,No,No,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),37.7,197.66,Yes
4716-HHKQH,Male,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,120.75,2337.82,No
5940-AHUHD,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,87.8,299.36,Yes
6432-TWQLB,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.1,568.24,Yes
4484-GLZOU,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.55,5707.4,Yes
3179-GBRWV,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,1552.47,No
8645-KWHJO,Male,0,No,No,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.3,925.63,No
4130-MZLCC,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.65,496.87,No
0314-TKOSI,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,76.05,577.88,No
8229-MYEJZ,Female,0,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,64.5,675.14,No
2080-SRCDE,Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.9,245.9,No
9577-WJVCQ,Female,0,No,No,71,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,59.15,3752.14,No
9512-UIBFX,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,106.55,1917.89,Yes
6202-DYYFX,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),93.5,2023.35,No
3808-HFKDE,Female,0,No,No,28,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.95,1010.97,No
5583-SXDAG,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.0,107.8,Yes
3488-PGMQJ,Male,1,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,91.5,819.05,Yes
3580-REOAC,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.05,560.52,Yes
7534-BFESC,Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,96.1,1988.7,Yes
3727-OWVYD,Male,0,No,No,40,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,61.9,2030.79,No
2294-SALNE,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,106.3,2174.8,No
4847-TAJYI,Female,1,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.95,793.56,No
1563-IWQEX,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.2,372.85,No
8203-XJZRC,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.75,38.7,No
6556-DBKZF,Female,0,Yes,Yes,80,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,79.55,5480.2,No
6851-WEFYX,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,119.2,3674.86,No
2985-JUUBZ,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.65,3207.52,No
6390-DSAZX,Female,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,82.7,192.81,Yes
0895-LMRSF,Male,0,No,No,26,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),72.6,1615.29,No
8098-LLAZX,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,453.29,Yes
8266-VBFQL,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.8,409.45,No
8181-YHCMF,Female,0,Yes,Yes,73,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.5,4165.28,No
2240-HSJQD,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,87.55,3214.09,No
1248-DYXUB,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.2,1347.54,No
0265-EDXBD,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,2313.99,Yes
4115-BNPJY,Male,0,Yes,Yes,36,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,87.15,2202.88,No
3167-SNQPL,Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,113.85,3894.25,No
4091-TVOCN,Male,0,No,Yes,51,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),95.75,3917.05,No
1098-TDVUQ,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.05,77.81,No
7277-OZCGZ,Female,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.25,2044.85,No
1557-EMYVT,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),132.45,5123.04,No
2799-ARNLO,Female,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,427.16,No
7563-BIUPC,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.3,578.11,Yes
5027-YOCXN,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),118.05,5788.8,No
3973-SKMLN,Male,0,No,No,78,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.9,1475.7,No
2321-OMBXY,Female,0,Yes,Yes,46,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),90.9,3197.51,Yes
2840-XANRC,Male,1,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.95,2449.99,Yes
6745-JEFZB,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.9,3293.55,No
5020-ZSTTY,Female,1,No,No,64,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),102.75,4614.0,Yes
9880-TDQAC,Female,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,79.4,4506.5,No
8705-WZCYL,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.1,242.14,No
7102-JJVTX,Female,0,Yes,Yes,14,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,51.5,462.9,No
8626-PTQGE,Male,0,No,No,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.55,4407.7,No
4983-CLMLV,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),117.0,5328.29,No
5701-YVSVF,Female,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.3,936.37,No
5804-LEPIM,Female,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.35,382.05,Yes
5697-GOMBF,Female,1,Yes,Yes,37,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,45.9,1112.65,No
2739-CACDQ,Female,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),88.95,1548.17,No
